mt,id,question_id,conversation,model_name,exp,time,nll,N100,N150,N200,N250,N300,N350,N400,word_speed,line_speed,pixel_speed
2.0,96,100,1,alpaca-13b,1.75,23180,172.68096376792528,46,22,11,5,4,4,4,282.6829268292683,3863.3333333333335,1.9396500687620468
1.0,96,100,2,gpt-4,1.25,25745,136.63739094676566,58,31,13,11,8,7,6,396.0769230769231,4290.833333333333,2.0762829640302845
2.0,149,100,1,alpaca-13b,1.75,21742,172.68096376792528,62,40,24,10,4,3,0,265.1463414634146,3623.6666666666665,1.8193214751951865
1.0,149,100,2,gpt-4,1.25,12524,136.63739094676566,42,25,17,9,5,1,1,192.6769230769231,2087.3333333333335,1.010035651253264
1.5,474,100,1,claude-v1,1.25,14323,176.37208183063194,31,22,12,9,6,6,6,260.41818181818184,2864.6,1.15512141751042
1.5,474,100,2,alpaca-13b,1.75,12183,172.68096376792528,33,25,20,13,9,7,5,148.5731707317073,2030.5,1.2703340908045735
1.5,475,100,1,claude-v1,1.25,8803,176.37208183063194,23,16,11,8,4,3,2,160.05454545454546,1760.6,0.7099444137641715
1.5,475,100,2,alpaca-13b,1.75,7822,172.68096376792528,18,15,9,7,4,4,3,95.39024390243902,1303.6666666666667,0.8156080816115384
1.5,473,100,1,claude-v1,1.25,8184,176.37208183063194,24,18,11,6,4,3,3,148.8,1636.8,0.8533541984030723
1.5,473,100,2,alpaca-13b,1.75,32679,172.68096376792528,74,49,27,18,7,4,4,398.5243902439024,5446.5,2.635496250982547
1.5,512,100,1,claude-v1,1.5,22890,176.37208183063194,49,29,18,7,6,4,3,416.1818181818182,4578.0,2.386764125298915
1.5,512,100,2,alpaca-13b,1.5,18926,172.68096376792528,48,31,25,14,9,5,3,230.8048780487805,3154.3333333333335,1.5263441979894024
1.5,533,100,1,claude-v1,1.5,11157,176.37208183063194,34,11,1,0,0,0,0,202.85454545454544,2231.4,0.8997898244197275
1.5,533,100,2,alpaca-13b,1.5,21851,172.68096376792528,41,12,7,5,3,3,0,266.4756097560976,3641.8333333333335,2.278426513844762
1.5,203,100,1,claude-v1,1.0,12195,176.37208183063194,37,19,4,2,2,1,0,221.72727272727272,2439.0,0.9835024566459243
1.5,203,100,2,alpaca-13b,2.0,28545,172.68096376792528,50,13,6,5,4,2,2,348.109756097561,4757.5,2.9764168613655544
1.5,207,100,1,claude-v1,1.0,11916,176.37208183063194,35,9,4,1,1,1,0,216.65454545454546,2383.2,1.2424937228947956
1.5,207,100,2,alpaca-13b,2.0,19374,172.68096376792528,45,13,1,1,0,0,0,236.26829268292684,3229.0,1.5624745055398226
1.5,24,100,1,claude-v1,1.0,3267,176.37208183063194,14,9,7,4,1,1,0,59.4,653.4,0.26347704189112214
1.5,24,100,2,alpaca-13b,2.0,8796,172.68096376792528,34,26,20,13,5,2,1,107.26829268292683,1466.0,0.9171680754097535
1.5,232,100,1,claude-v1,1.0,14733,176.37208183063194,53,24,10,5,4,3,3,267.8727272727273,2946.6,1.1881871007596885
1.5,232,100,2,alpaca-13b,2.0,20153,172.68096376792528,57,20,12,3,0,0,0,245.76829268292684,3358.8333333333335,2.1013742864634795
1.5,57,100,1,claude-v1,1.0,16204,176.37208183063194,37,14,6,2,0,0,0,294.6181818181818,3240.8,1.3068203204174298
1.5,57,100,2,alpaca-13b,2.0,20405,172.68096376792528,40,18,7,5,3,3,3,248.84146341463415,3400.8333333333335,2.127650588760348
1.5,120,100,1,claude-v1,1.0,18987,176.37208183063194,34,11,4,2,2,2,2,345.2181818181818,3797.4,1.5312637264728302
1.5,120,100,2,alpaca-13b,2.0,31747,172.68096376792528,41,16,8,5,4,3,2,387.1585365853659,5291.166666666667,3.3102927342011648
1.5,70,100,1,claude-v1,1.25,10724,176.37208183063194,36,16,5,3,2,2,1,194.98181818181817,2144.8,1.118202642188972
1.5,70,100,2,alpaca-13b,1.75,18309,172.68096376792528,32,10,2,0,0,0,0,223.28048780487805,3051.5,1.4765843770996496
1.5,14,100,1,claude-v1,1.5,15832,176.37208183063194,41,23,14,7,2,1,0,287.8545454545455,3166.4,1.276819261469313
1.5,14,100,2,alpaca-13b,1.5,39971,172.68096376792528,111,59,27,18,7,4,0,487.4512195121951,6661.833333333333,4.167817774238661
1.5,271,100,1,claude-v1,1.25,14553,176.37208183063194,45,21,13,5,3,1,1,264.6,2910.6,1.1736704593331804
1.5,271,100,2,alpaca-13b,1.75,18972,172.68096376792528,45,16,2,0,0,0,0,231.3658536585366,3162.0,1.978230187207122
1.5,373,100,1,claude-v1,1.0,22336,176.37208183063194,24,11,3,2,0,0,0,406.1090909090909,4467.2,1.801353905013806
1.5,373,100,2,alpaca-13b,2.0,35598,172.68096376792528,49,11,6,2,0,0,0,434.1219512195122,5933.0,3.7118405125552987
1.5,300,100,1,claude-v1,1.75,10168,176.37208183063194,32,16,4,1,1,1,0,184.87272727272727,2033.6,0.8200289445818579
1.5,300,100,2,alpaca-13b,1.25,26676,172.68096376792528,63,29,9,3,1,1,0,325.3170731707317,4446.0,2.7815342859971106
1.0,564,100,1,claude-v1,1.25,21591,176.37208183063194,42,20,9,3,2,0,0,392.56363636363636,4318.2,2.251316043221008
2.0,564,100,2,gpt-3.5-turbo,1.75,31109,127.15523775390466,70,32,8,0,0,0,0,374.8072289156627,4444.142857142857,2.225334951120442
1.0,204,100,1,claude-v1,1.25,10627,176.37208183063194,36,20,10,5,2,0,0,193.21818181818182,2125.4,0.7601862652466148
2.0,204,100,2,gpt-3.5-turbo,1.75,25506,127.15523775390466,65,17,12,6,5,3,2,307.30120481927713,3643.714285714286,2.65953716819022
1.0,403,100,1,claude-v1,1.5,13967,176.37208183063194,47,24,9,3,1,0,0,253.94545454545454,2793.4,0.999108080050764
2.0,403,100,2,gpt-3.5-turbo,1.5,17778,127.15523775390466,66,26,10,5,3,1,0,214.19277108433735,2539.714285714286,1.853730564419577
1.0,23,100,1,claude-v1,1.0,10754,176.37208183063194,37,26,18,10,4,3,2,195.52727272727273,2150.8,1.1213307734147897
2.0,23,100,2,gpt-3.5-turbo,2.0,8642,127.15523775390466,30,19,10,5,2,2,2,104.12048192771084,1234.5714285714287,0.6181923124363644
1.0,237,100,1,claude-v1,1.0,8646,176.37208183063194,20,13,10,5,4,4,1,157.2,1729.2,0.901527419280665
2.0,237,100,2,gpt-3.5-turbo,2.0,12577,127.15523775390466,48,32,18,10,7,4,3,151.53012048192772,1796.7142857142858,0.8996765463448456
1.0,51,100,1,claude-v1,1.25,15050,176.37208183063194,33,13,3,1,1,1,1,273.6363636363636,3010.0,1.0765788361683968
2.0,51,100,2,gpt-3.5-turbo,1.75,21822,127.15523775390466,48,21,5,1,1,0,0,262.9156626506024,3117.4285714285716,2.2754026536598047
1.0,252,100,1,claude-v1,1.75,24471,176.37208183063194,31,8,2,0,0,0,0,444.92727272727274,4894.2,2.5516166408995087
2.0,252,100,2,gpt-3.5-turbo,1.25,33689,127.15523775390466,42,13,5,2,2,1,1,405.89156626506025,4812.714285714285,2.4098913230350245
1.0,138,100,1,claude-v1,1.0,18767,176.37208183063194,56,43,23,16,8,7,4,341.2181818181818,3753.4,1.3424687719848707
2.0,138,100,2,gpt-3.5-turbo,2.0,26411,127.15523775390466,70,44,26,11,4,1,1,318.2048192771084,3773.0,2.753902460169054
1.0,184,100,1,claude-v1,1.0,11070,176.37208183063194,35,24,14,6,1,1,1,201.27272727272728,2214.0,0.7918755957730333
2.0,184,100,2,gpt-3.5-turbo,2.0,15403,127.15523775390466,55,39,20,14,5,3,1,185.57831325301206,2200.4285714285716,1.6060868423756747
1.0,368,100,1,claude-v1,1.5,29890,176.37208183063194,47,17,8,7,4,3,3,543.4545454545455,5978.0,3.1166614113230486
2.0,368,100,2,gpt-3.5-turbo,1.5,42064,127.15523775390466,43,13,3,2,0,0,0,506.7951807228916,6009.142857142857,3.008984196982554
1.0,372,100,1,claude-v1,1.25,14143,176.37208183063194,42,19,12,6,5,3,1,257.1454545454545,2828.6,1.0116979720883479
2.0,372,100,2,gpt-3.5-turbo,1.75,33705,127.15523775390466,45,19,12,7,4,1,0,406.0843373493976,4815.0,3.514455432206201
1.0,456,100,1,claude-v1,1.75,9100,176.37208183063194,37,23,16,6,4,2,2,165.45454545454547,1820.0,0.9488664718313731
2.0,456,100,2,gpt-4,1.25,7698,136.6374052844767,31,24,14,9,5,3,0,118.43076923076923,1283.0,0.6441512609719688
1.0,484,100,1,claude-v1,1.5,13987,176.37208183063194,33,22,12,7,4,2,0,254.3090909090909,2797.4,1.4584390485170786
2.0,484,100,2,gpt-4,1.5,14800,136.6374052844767,45,19,5,3,1,1,1,227.69230769230768,2466.6666666666665,1.2384305874753363
1.0,196,100,1,claude-v1,1.75,16964,176.37208183063194,37,8,0,0,0,0,0,308.43636363636364,3392.8,1.4195092220224057
2.0,196,100,2,gpt-4,1.25,22872,136.6374052844767,55,23,6,6,5,3,2,351.87692307692305,3812.0,2.3848872465634248
1.0,55,100,1,claude-v1,1.25,15386,176.37208183063194,34,8,4,3,1,0,0,279.74545454545455,3077.2,1.6043142346810446
2.0,55,100,2,gpt-4,1.75,8500,136.6374052844767,22,12,8,7,4,2,1,130.76923076923077,1416.6666666666667,0.7112608103743485
1.0,374,100,1,claude-v1,1.25,15391,176.37208183063194,30,18,9,6,4,2,1,279.8363636363636,3078.2,1.6048355898853475
2.0,374,100,2,gpt-4,1.75,36743,136.6374052844767,79,34,22,14,12,5,2,565.276923076923,6123.833333333333,3.074571288892316
1.0,531,100,1,gpt-3.5-turbo,1.75,19280,127.15523775390466,47,16,2,0,0,0,0,232.289156626506,2754.285714285714,1.5548935927948684
2.0,531,100,2,alpaca-13b,1.25,27545,172.68096376792528,57,20,7,2,0,0,0,335.9146341463415,4590.833333333333,1.9703896373593681
1.0,215,100,1,gpt-3.5-turbo,1.25,13693,127.15523775390466,40,29,21,16,9,7,3,164.97590361445782,1956.142857142857,1.1043131725176418
2.0,215,100,2,alpaca-13b,1.75,24014,172.68096376792528,64,44,22,13,8,5,4,292.8536585365854,4002.3333333333335,1.717804928355341
1.0,218,100,1,gpt-3.5-turbo,1.5,8936,127.15523775390466,26,17,12,8,4,4,3,107.66265060240964,1276.5714285714287,0.7206705988182025
2.0,218,100,2,alpaca-13b,1.5,23138,172.68096376792528,69,45,36,25,22,14,10,282.1707317073171,3856.3333333333335,1.6551416020773664
1.0,244,100,1,gpt-3.5-turbo,1.75,31373,127.15523775390466,70,29,12,4,1,0,0,377.9879518072289,4481.857142857143,2.530169952632438
2.0,244,100,2,alpaca-13b,1.25,38898,172.68096376792528,41,15,6,3,0,0,0,474.3658536585366,6483.0,2.7825092072610165
1.0,321,100,1,gpt-3.5-turbo,1.0,24040,127.15523775390466,66,35,21,14,8,5,4,289.6385542168675,3434.285714285714,1.9387781105180828
2.0,321,100,2,alpaca-13b,2.0,16389,172.68096376792528,47,20,10,6,2,2,2,199.8658536585366,2731.5,1.1723621625225153
1.0,381,100,1,gpt-3.5-turbo,1.5,26442,127.15523775390466,57,34,19,8,3,1,0,318.578313253012,3777.4285714285716,2.132494625554041
2.0,381,100,2,alpaca-13b,1.5,16256,172.68096376792528,45,29,17,9,6,3,2,198.2439024390244,2709.3333333333335,1.1628482100168411
1.0,382,100,1,gpt-3.5-turbo,1.5,19312,127.15523775390466,55,27,13,8,1,0,0,232.67469879518072,2758.8571428571427,1.5574743290484698
2.0,382,100,2,alpaca-13b,1.5,23459,172.68096376792528,70,44,23,13,6,2,1,286.0853658536585,3909.8333333333335,1.6781038483504598
2.0,466,100,1,gpt-3.5-turbo,1.75,26017,127.155161358678,60,39,29,20,7,5,3,313.4578313253012,3716.714285714286,2.712819670069982
1.0,466,100,2,claude-v1,1.25,19457,176.37208183063194,41,24,14,8,5,1,0,353.76363636363635,3891.4,1.3918268714503985
2.0,455,100,1,gpt-3.5-turbo,1.5,11899,127.155161358678,55,36,20,13,3,2,1,143.36144578313252,1699.857142857143,0.851176848609153
1.0,455,100,2,claude-v1,1.5,10032,176.37208183063194,38,21,8,6,2,2,1,182.4,2006.4,1.0460470819134433
2.0,472,100,1,gpt-3.5-turbo,1.75,19864,127.155161358678,40,20,8,4,3,2,1,239.32530120481928,2837.714285714286,2.0712399556547685
1.0,472,100,2,claude-v1,1.25,19241,176.37208183063194,45,23,15,9,5,2,2,349.8363636363636,3848.2,1.3763756403133636
2.0,454,100,1,gpt-3.5-turbo,1.0,13768,127.155161358678,48,33,13,4,3,1,1,165.87951807228916,1966.857142857143,1.4356036905686091
1.0,454,100,2,claude-v1,2.0,9645,176.37208183063194,39,23,14,5,1,0,0,175.36363636363637,1929.0,0.6899403903550955
2.0,488,100,1,gpt-3.5-turbo,2.0,16261,127.155161358678,47,22,10,6,2,0,0,195.9156626506024,2323.0,1.6955513954340613
1.0,488,100,2,claude-v1,1.0,12814,176.37208183063194,42,22,10,1,1,1,1,232.98181818181817,2562.8,0.9166299805090921
2.0,552,100,1,gpt-3.5-turbo,2.0,10509,127.155161358678,46,21,9,5,2,2,0,126.6144578313253,1501.2857142857142,0.7517453149032347
1.0,552,100,2,claude-v1,1.0,10604,176.37208183063194,31,19,15,5,1,1,1,192.8,2120.8,1.105690117285701
2.0,429,100,1,gpt-3.5-turbo,1.25,41792,127.155161358678,63,22,4,2,0,0,0,503.51807228915663,5970.285714285715,4.357695339645796
1.0,429,100,2,claude-v1,1.75,25458,176.37208183063194,53,19,10,4,3,1,1,462.8727272727273,5091.6,1.821099269845518
2.0,40,100,1,gpt-3.5-turbo,2.0,24820,127.155161358678,45,25,12,6,3,2,1,299.03614457831327,3545.714285714286,2.588007234159855
1.0,40,100,2,claude-v1,1.0,23355,176.37208183063194,45,26,14,9,6,3,0,424.6363636363636,4671.0,1.6706643666918874
2.0,155,100,1,gpt-3.5-turbo,2.0,19642,127.155161358678,50,21,8,6,3,3,3,236.65060240963857,2806.0,2.0480917845837174
1.0,155,100,2,claude-v1,1.0,29137,176.37208183063194,82,35,15,6,4,2,1,529.7636363636364,5827.4,2.0842709335175136
2.0,3,100,1,gpt-3.5-turbo,2.0,22202,127.155161358678,58,26,6,3,1,1,1,267.49397590361446,3171.714285714286,2.315025649186829
1.0,3,100,2,claude-v1,1.0,24947,176.37208183063194,57,24,6,3,1,1,0,453.58181818181816,4989.4,1.784545662850033
2.0,309,100,1,gpt-3.5-turbo,2.0,16647,127.155161358678,54,37,20,13,10,8,2,200.56626506024097,2378.1428571428573,1.735800017206249
1.0,309,100,2,claude-v1,1.0,13621,176.37208183063194,44,27,7,4,4,3,1,247.65454545454546,2724.2,0.9743574968405138
2.0,548,100,1,gpt-3.5-turbo,2.0,11319,127.155161358678,47,27,18,9,3,1,1,136.3734939759036,1617.0,0.9471483661914413
1.0,548,100,2,gpt-4,1.0,9771,136.6374052844767,37,26,11,6,4,2,1,150.3230769230769,1628.5,0.6989536085183657
2.0,26,100,1,gpt-3.5-turbo,1.5,6434,127.155161358678,26,16,9,7,4,1,0,77.51807228915662,919.1428571428571,0.4602463941466754
1.0,26,100,2,gpt-4,1.5,11158,136.6374052844767,45,25,17,7,6,2,1,171.66153846153847,1859.6666666666667,0.9336762496655272
2.0,282,100,1,gpt-3.5-turbo,1.25,33099,127.155161358678,65,32,9,3,0,0,0,398.7831325301205,4728.428571428572,2.769649595597713
1.0,282,100,2,gpt-4,1.75,25150,136.6374052844767,77,29,12,8,5,3,1,386.9230769230769,4191.666666666667,1.799066958779746
1.0,501,100,1,llama-13b,1.75,35505,213.88228745607196,63,22,15,11,8,7,6,377.71276595744683,5072.142857142857,4.393359140018829
2.0,501,100,2,alpaca-13b,1.25,24943,130.20372926117852,51,31,16,10,6,3,3,509.0408163265306,6235.75,1.577248389075461
1.0,553,100,1,llama-13b,1.0,17854,213.88228745607196,76,46,23,13,9,5,5,189.93617021276594,2550.5714285714284,2.2092390955047505
2.0,553,100,2,alpaca-13b,2.0,8062,130.20372926117852,26,10,3,2,0,0,0,164.53061224489795,2015.5,0.509793389436971
1.0,280,100,1,llama-13b,1.75,18558,213.88228745607196,48,20,7,2,2,2,2,197.4255319148936,2651.1428571428573,2.2963514693837324
2.0,280,100,2,alpaca-13b,1.25,17691,130.20372926117852,45,19,8,2,0,0,0,361.0408163265306,4422.75,1.1186746281976498
1.0,13,100,1,llama-13b,1.25,36496,213.88228745607196,92,47,20,6,3,0,0,388.25531914893617,5213.714285714285,4.515984654953589
2.0,13,100,2,alpaca-13b,1.75,15884,130.20372926117852,37,11,7,6,2,1,0,324.16326530612247,3971.0,1.0044105926341909
1.0,537,100,1,vicuna-13b-v1.2,1.5,25542,152.01752782992844,44,14,5,5,2,1,0,300.49411764705883,4257.0,2.0599114184215006
2.0,537,100,2,alpaca-13b,1.5,18185,172.68096376792528,43,13,6,5,2,0,0,221.76829268292684,3030.8333333333335,1.3297852462479487
1.0,425,100,1,vicuna-13b-v1.2,1.75,38590,152.01752782992844,49,17,7,3,2,1,0,454.0,6431.666666666667,3.112206625827488
2.0,425,100,2,alpaca-13b,1.25,30875,172.68096376792528,45,15,7,6,4,2,1,376.5243902439024,5145.833333333333,2.2577464656533084
1.0,239,100,1,vicuna-13b-v1.2,1.5,11041,152.01752782992844,39,23,17,11,6,5,3,129.89411764705883,1840.1666666666667,0.8904346555004223
2.0,239,100,2,alpaca-13b,1.5,13147,172.68096376792528,46,32,14,11,8,2,2,160.32926829268294,2191.1666666666665,0.9613795233666088
1.0,246,100,1,vicuna-13b-v1.2,1.5,36739,152.01752782992844,58,26,10,6,3,3,1,432.22352941176473,6123.166666666667,2.9629271631582297
2.0,246,100,2,alpaca-13b,1.5,29481,172.68096376792528,35,20,7,4,4,3,3,359.5243902439024,4913.5,2.155809669762759
1.0,325,100,1,vicuna-13b-v1.2,1.0,28917,152.01752782992844,75,36,13,5,5,2,1,340.2,4819.5,2.3320984451685276
2.0,325,100,2,alpaca-13b,2.0,18238,172.68096376792528,63,31,16,11,11,10,5,222.41463414634146,3039.6666666666665,1.3336608920027544
1.0,319,100,1,vicuna-13b-v1.2,1.0,34170,152.01752782992844,73,40,15,7,4,1,0,402.0,5695.0,2.755742430798789
2.0,319,100,2,alpaca-13b,2.0,29568,172.68096376792528,68,33,18,14,12,10,3,360.5853658536585,4928.0,2.1621715788319684
1.0,314,100,1,vicuna-13b-v1.2,1.0,7964,152.01752782992844,30,22,15,10,5,3,0,93.69411764705882,1327.3333333333333,0.6422807351150587
2.0,314,100,2,alpaca-13b,2.0,8624,172.68096376792528,27,18,13,8,4,3,3,105.17073170731707,1437.3333333333333,0.6306333771593241
1.0,330,100,1,vicuna-13b-v1.2,1.0,22489,152.01752782992844,57,21,8,5,3,3,1,264.5764705882353,3748.1666666666665,1.813693050226338
2.0,330,100,2,alpaca-13b,2.0,20405,172.68096376792528,50,18,7,3,3,1,0,248.84146341463415,3400.8333333333335,1.4921236156001865
2.0,1,100,1,vicuna-13b-v1.2,1.75,28163,152.01746309649025,62,17,5,1,0,0,0,331.32941176470587,4693.833333333333,2.936585323756809
1.0,1,100,2,claude-v1,1.25,17616,176.37208183063194,42,25,11,7,3,2,0,320.2909090909091,3523.2,1.2881768984274877
2.0,296,100,1,vicuna-13b-v1.2,1.75,23088,152.01746309649025,58,29,16,8,2,2,2,271.6235294117647,3848.0,1.688319041263274
1.0,296,100,2,claude-v1,1.25,18295,176.37208183063194,36,12,6,0,0,0,0,332.6363636363636,3659.0,1.9076386925445021
1.5,546,100,1,vicuna-13b-v1.2,1.0,15636,152.01746309649025,52,23,10,4,2,2,2,183.95294117647057,2606.0,1.1184974539753523
1.5,546,100,2,gpt-3.5-turbo,2.0,14194,127.15523775390466,51,28,10,3,2,0,0,171.0120481927711,2027.7142857142858,1.037941808371921
1.5,118,100,1,vicuna-13b-v1.2,1.75,40158,152.01746309649025,53,21,13,10,7,4,1,472.4470588235294,6693.0,2.8726413888937192
1.5,118,100,2,gpt-3.5-turbo,1.25,46106,127.15523775390466,33,13,6,2,0,0,0,555.4939759036145,6586.571428571428,3.3715193051145405
1.5,68,100,1,vicuna-13b-v1.2,1.75,14231,152.01746309649025,37,14,4,1,0,0,0,167.42352941176472,2371.8333333333335,1.0179929181071399
1.5,68,100,2,gpt-3.5-turbo,1.25,15507,127.15523775390466,44,20,6,2,0,0,0,186.83132530120483,2215.285714285714,1.1339554475428617
1.5,277,100,1,vicuna-13b-v1.2,1.25,14529,152.01746309649025,54,18,7,2,0,0,0,170.9294117647059,2421.5,1.039309894398049
1.5,277,100,2,gpt-3.5-turbo,1.75,24046,127.15523775390466,56,23,9,6,6,4,3,289.71084337349396,3435.1428571428573,1.7583731664161766
1.5,298,100,1,vicuna-13b-v1.2,1.25,17170,152.01746309649025,65,35,20,8,5,1,1,202.0,2861.6666666666665,1.228229808439294
1.5,298,100,2,gpt-3.5-turbo,1.75,13436,127.15523775390466,51,27,7,1,0,0,0,161.87951807228916,1919.4285714285713,0.9825127615390398
2.0,547,158,1,gpt-3.5-turbo,1.0,18189,125.51320200337796,66,45,27,9,4,2,2,224.55555555555554,2273.625,1.043041645914352
1.0,547,158,2,alpaca-13b,2.0,11868,138.09870785800013,46,26,11,5,3,1,0,174.52941176470588,1695.4285714285713,0.8398417179164231
2.0,402,158,1,gpt-3.5-turbo,1.5,23019,125.51320200337796,72,32,14,10,5,3,2,284.18518518518516,2877.375,1.3200162541812341
1.0,402,158,2,alpaca-13b,1.5,42371,138.09870785800013,108,47,19,11,10,7,5,623.1029411764706,6053.0,2.9983934470708427
2.0,544,158,1,gpt-3.5-turbo,1.0,17582,125.51320200337796,55,27,13,8,3,2,2,217.06172839506172,2197.75,1.2441942268627022
1.0,544,158,2,alpaca-13b,2.0,16483,138.09870785800013,56,31,14,5,2,1,1,242.39705882352942,2354.714285714286,0.9452116911103559
2.0,428,158,1,gpt-3.5-turbo,1.75,31594,125.51320200337796,55,24,11,5,1,1,0,390.04938271604937,3949.25,2.235756592168139
1.0,428,158,2,alpaca-13b,1.25,37018,138.09870785800013,59,24,8,2,2,0,0,544.3823529411765,5288.285714285715,2.1227838610400505
2.0,463,158,1,gpt-3.5-turbo,1.0,13285,125.51320200337796,50,28,17,8,4,3,2,164.01234567901236,1660.625,0.9401160450387328
1.0,463,158,2,alpaca-13b,2.0,16257,138.09870785800013,47,27,15,4,1,1,1,239.0735294117647,2322.4285714285716,0.9322518026075991
2.0,285,158,1,gpt-3.5-turbo,2.0,35913,125.51320200337796,57,25,7,4,2,1,1,443.3703703703704,4489.125,2.0594180345110846
1.0,285,158,2,alpaca-13b,1.0,18267,138.09870785800013,51,28,9,7,5,4,1,268.63235294117646,2609.5714285714284,1.2926684075816735
2.0,480,158,1,gpt-3.5-turbo,1.75,32774,125.51320200337796,63,40,21,13,8,5,3,404.61728395061726,4096.75,1.8794132114573077
1.0,480,158,2,alpaca-13b,1.25,23461,138.09870785800013,55,35,24,13,10,7,2,345.0147058823529,3351.5714285714284,1.6602229983179309
2.0,224,158,1,gpt-3.5-turbo,1.75,16083,125.51320200337796,48,37,25,15,11,8,6,198.55555555555554,2010.375,0.9222738353532642
1.0,224,158,2,alpaca-13b,1.25,14467,138.09870785800013,43,28,19,16,12,8,7,212.75,2066.714285714286,1.0237605437392057
2.0,222,158,1,gpt-3.5-turbo,1.5,18438,125.51320200337796,40,25,17,16,13,12,9,227.62962962962962,2304.75,1.3047692614545845
1.0,222,158,2,alpaca-13b,1.5,21831,138.09870785800013,52,40,30,23,15,9,6,321.04411764705884,3118.714285714286,1.2518908225826717
2.0,495,158,1,gpt-3.5-turbo,1.5,29161,125.51320200337796,66,32,11,5,2,2,1,360.01234567901236,3645.125,1.672227029331377
1.0,495,158,2,alpaca-13b,1.5,21296,138.09870785800013,55,26,10,8,4,1,1,313.1764705882353,3042.285714285714,1.5070162811550512
2.0,214,158,1,gpt-3.5-turbo,1.75,21968,125.51320200337796,54,33,18,11,7,4,2,271.2098765432099,2746.0,1.5545705139187718
1.0,214,158,2,alpaca-13b,1.25,42421,138.09870785800013,111,76,50,35,18,14,10,623.8382352941177,6060.142857142857,2.4326169476789667
2.0,84,158,1,gpt-3.5-turbo,1.5,37341,125.51320200337796,52,19,8,6,3,3,3,461.0,4667.625,2.6424443536162077
1.0,84,158,2,alpaca-13b,1.5,37279,138.09870785800013,65,26,8,3,0,0,0,548.2205882352941,5325.571428571428,2.137750811921553
2.0,504,158,1,gpt-3.5-turbo,1.75,33202,125.51320200337796,71,35,14,7,5,3,2,409.9012345679012,4150.25,1.903956717117396
1.0,504,158,2,alpaca-13b,1.25,25159,138.09870785800013,46,28,11,5,3,2,1,369.9852941176471,3594.1428571428573,1.7803823543191177
2.0,191,158,1,gpt-3.5-turbo,1.25,20968,125.51320200337796,94,67,42,20,9,4,3,258.8641975308642,2621.0,1.2024023987867465
1.0,191,158,2,alpaca-13b,1.75,10654,138.09870785800013,33,23,13,4,0,0,0,156.6764705882353,1522.0,0.7539327319414874
2.0,185,158,1,gpt-3.5-turbo,1.0,21827,125.51320200337796,61,44,28,14,8,6,4,269.4691358024691,2728.375,1.2516614440251008
1.0,185,158,2,alpaca-13b,2.0,26948,138.09870785800013,80,44,27,14,9,5,1,396.29411764705884,3849.714285714286,1.9069813460070584
2.0,509,158,1,gpt-3.5-turbo,1.75,24592,125.51320200337796,56,29,15,9,4,3,2,303.60493827160496,3074.0,1.7402584704247284
1.0,509,158,2,alpaca-13b,1.25,33898,138.09870785800013,60,30,12,5,4,2,2,498.5,4842.571428571428,1.9438685861347353
2.0,181,158,1,gpt-3.5-turbo,2.0,27540,125.51320200337796,76,38,14,7,6,4,3,340.0,3442.5,1.579271368875763
1.0,181,158,2,alpaca-13b,1.0,23100,138.09870785800013,58,25,11,6,2,1,1,339.70588235294116,3300.0,1.6346767512528964
2.0,164,158,1,gpt-3.5-turbo,1.5,22010,125.51320200337796,57,29,20,8,7,5,2,271.7283950617284,2751.25,1.2621555130339703
1.0,164,158,2,alpaca-13b,1.5,12206,138.09870785800013,37,16,8,3,3,1,1,179.5,1743.7142857142858,0.8637603647529374
2.0,151,158,1,gpt-3.5-turbo,1.75,29106,125.51320200337796,45,15,5,2,1,1,1,359.3333333333333,3638.25,1.669073074164777
1.0,151,158,2,alpaca-13b,1.25,30045,138.09870785800013,52,20,10,5,5,2,1,441.8382352941176,4292.142857142857,2.12614125503867
2.0,147,158,1,gpt-3.5-turbo,1.75,19266,125.51320200337796,54,33,26,15,12,6,5,237.85185185185185,2408.25,1.3633628696813118
1.0,147,158,2,alpaca-13b,1.25,25056,138.09870785800013,69,45,28,12,7,4,2,368.47058823529414,3579.4285714285716,1.4368272846242236
2.0,134,158,1,gpt-3.5-turbo,1.0,29732,125.51320200337796,58,27,6,5,5,4,2,367.0617283950617,3716.5,1.7049708184246255
1.0,134,158,2,alpaca-13b,2.0,14933,138.09870785800013,40,22,11,2,1,1,1,219.60294117647058,2133.285714285714,1.0567371396735714
2.0,194,158,1,gpt-3.5-turbo,1.25,19159,125.51320200337796,74,47,30,17,7,2,0,236.53086419753086,2394.875,1.3557909903573264
1.0,194,158,2,alpaca-13b,1.75,23251,138.09870785800013,77,49,26,9,5,2,2,341.9264705882353,3321.5714285714284,1.3333202105203472
2.0,208,158,1,gpt-3.5-turbo,1.75,34196,125.51320200337796,54,19,3,1,1,1,0,422.17283950617286,4274.5,2.4198877136729022
1.0,208,158,2,alpaca-13b,1.25,39987,138.09870785800013,41,9,1,0,0,0,0,588.0441176470588,5712.428571428572,2.2930400953970635
1.0,67,85,1,llama-13b,1.25,26201,171.70916159974877,48,19,4,3,2,2,2,256.87254901960785,3275.125,1.5759096720447794
2.0,67,85,2,alpaca-13b,1.75,19758,113.4794657968596,38,13,2,2,2,1,1,256.5974025974026,3293.0,1.6564842208789745
